shop_id,date,pay_count,operate_hour,browser_count,dayofweek,is_holiday,week_id
8,2016-09-25,73,15,10,6,1,3
8,2016-09-26,55,15,15,0,0,3
8,2016-09-27,66,14,9,1,0,4
8,2016-09-28,39,15,15,2,0,4
8,2016-09-29,51,12,8,3,0,4
8,2016-09-30,85,14,8,4,0,4
8,2016-10-08,82,15,11,5,0,4
8,2016-10-09,60,15,10,6,0,4
8,2016-10-10,72,14,9,0,0,4
8,2016-10-11,81,15,11,1,0,5
8,2016-10-12,63,15,11,2,0,5
8,2016-10-13,65,12,5,3,0,5
8,2016-10-14,49,15,5,4,0,5
8,2016-10-15,103,15,2,5,1,5
8,2016-10-16,101,15,3,6,1,5
8,2016-10-17,66,15,6,0,0,5
8,2016-10-18,49,13,8,1,0,6
8,2016-10-19,55,14,9,2,0,6
8,2016-10-20,73,15,1,3,0,6
8,2016-10-21,46,15,3,4,0,6
8,2016-10-22,68,12,2,5,1,6
8,2016-10-23,89,15,2,6,1,6
8,2016-10-24,68,13,1,0,0,6
8,2016-10-25,70,13,5,1,0,7
8,2016-10-26,68,13,2,2,0,7
8,2016-10-27,72,15,3,3,0,7
8,2016-10-28,49,14,6,4,0,7
8,2016-10-29,70,14,1,5,1,7
8,2016-10-30,71,14,3,6,1,7
8,2016-10-31,35,11,3,0,0,7
9,2016-09-06,292,13,16,1,0,1
9,2016-09-07,284,13,20,2,0,1
9,2016-09-08,265,13,15,3,0,1
9,2016-09-09,284,13,7,4,0,1
9,2016-09-10,303,13,16,5,1,1
9,2016-09-11,275,13,18,6,1,1
9,2016-09-12,287,13,17,0,0,1
9,2016-09-13,204,13,15,1,0,2
9,2016-09-14,227,13,23,2,0,2
9,2016-09-15,258,13,31,3,1,2
9,2016-09-16,266,12,16,4,1,2
9,2016-09-17,294,13,15,5,1,2
9,2016-09-18,277,13,12,6,0,2
9,2016-09-19,218,13,7,0,0,2
9,2016-09-20,238,13,7,1,0,3
9,2016-09-21,214,13,10,2,0,3
9,2016-09-22,229,13,9,3,0,3
9,2016-09-23,242,13,8,4,0,3
9,2016-09-24,288,13,10,5,1,3
9,2016-09-25,324,13,13,6,1,3
9,2016-09-26,212,13,11,0,0,3
9,2016-09-27,247,13,7,1,0,4
9,2016-09-28,185,13,9,2,0,4
9,2016-09-29,182,13,12,3,0,4
9,2016-09-30,272,14,20,4,0,4
9,2016-10-08,227,12,9,5,0,4
9,2016-10-09,233,13,13,6,0,4
9,2016-10-10,234,13,6,0,0,4
9,2016-10-11,225,13,11,1,0,5
9,2016-10-12,202,13,6,2,0,5
9,2016-10-13,192,12,5,3,0,5
9,2016-10-14,197,13,5,4,0,5
9,2016-10-15,251,13,10,5,1,5
9,2016-10-16,282,13,6,6,1,5
9,2016-10-17,254,13,5,0,0,5
9,2016-10-18,180,13,10,1,0,6
9,2016-10-19,213,13,6,2,0,6
9,2016-10-20,226,13,4,3,0,6
9,2016-10-21,208,13,7,4,0,6
9,2016-10-22,220,13,11,5,1,6
9,2016-10-23,310,13,4,6,1,6
9,2016-10-24,246,13,2,0,0,6
9,2016-10-25,210,13,2,1,0,7
9,2016-10-26,197,13,2,2,0,7
9,2016-10-27,245,13,2,3,0,7
9,2016-10-28,205,13,6,4,0,7
9,2016-10-29,291,13,3,5,1,7
9,2016-10-30,283,13,11,6,1,7
9,2016-10-31,212,14,3,0,0,7
10,2016-09-06,60,14,1,1,0,1
10,2016-09-07,71,14,0,2,0,1
10,2016-09-08,63,14,2,3,0,1
10,2016-09-09,54,11,0,4,0,1
10,2016-09-10,67,14,1,5,1,1
10,2016-09-11,78,14,2,6,1,1
10,2016-09-12,51,14,1,0,0,1
10,2016-09-13,60,14,3,1,0,2
10,2016-09-14,85,14,3,2,0,2
10,2016-09-15,61,13,1,3,1,2
10,2016-09-16,44,13,1,4,1,2
10,2016-09-17,59,14,0,5,1,2
10,2016-09-18,66,12,1,6,0,2
10,2016-09-19,79,14,0,0,0,2
10,2016-09-20,73,12,0,1,0,3
10,2016-09-21,104,14,1,2,0,3
10,2016-09-22,69,13,1,3,0,3
10,2016-09-23,76,13,0,4,0,3
10,2016-09-24,73,13,1,5,1,3
10,2016-09-25,89,14,1,6,1,3
10,2016-09-26,80,12,0,0,0,3
10,2016-09-27,78,12,0,1,0,4
10,2016-09-28,111,14,1,2,0,4
10,2016-09-29,74,13,1,3,0,4
10,2016-09-30,57,11,3,4,0,4
10,2016-10-08,100,14,1,5,0,4
10,2016-10-09,67,13,1,6,0,4
10,2016-10-10,71,12,2,0,0,4
10,2016-10-11,108,14,0,1,0,5
10,2016-10-12,111,14,4,2,0,5
10,2016-10-13,73,13,0,3,0,5
10,2016-10-14,89,13,0,4,0,5
10,2016-10-15,76,11,1,5,1,5
10,2016-10-16,103,14,3,6,1,5
10,2016-10-17,96,14,4,0,0,5
10,2016-10-18,90,14,1,1,0,6
10,2016-10-19,139,14,2,2,0,6
10,2016-10-20,93,13,0,3,0,6
10,2016-10-21,84,14,3,4,0,6
10,2016-10-22,92,12,3,5,1,6
10,2016-10-23,115,13,1,6,1,6
10,2016-10-24,60,11,1,0,0,6
10,2016-10-25,77,13,1,1,0,7
10,2016-10-26,114,14,1,2,0,7
10,2016-10-27,85,14,1,3,0,7
10,2016-10-28,84,11,3,4,0,7
10,2016-10-29,99,13,2,5,1,7
10,2016-10-30,93,12,0,6,1,7
10,2016-10-31,121,13,2,0,0,7
11,2016-09-06,58,9,2,1,0,1
11,2016-09-07,80,9,0,2,0,1
11,2016-09-08,81,9,0,3,0,1
11,2016-09-09,73,9,0,4,0,1
11,2016-09-10,53,10,2,5,1,1
11,2016-09-11,53,10,0,6,1,1
11,2016-09-12,49,10,1,0,0,1
11,2016-09-13,70,9,0,1,0,2
11,2016-09-14,75,9,3,2,0,2
11,2016-09-15,27,9,6,3,1,2
11,2016-09-16,71,10,3,4,1,2
11,2016-09-17,38,8,2,5,1,2
11,2016-09-18,64,9,0,6,0,2
11,2016-09-19,118,10,4,0,0,2
11,2016-09-20,100,9,1,1,0,3
11,2016-09-21,98,9,3,2,0,3
11,2016-09-22,80,8,4,3,0,3
11,2016-09-23,103,10,1,4,0,3
11,2016-09-24,58,8,2,5,1,3
11,2016-09-25,49,9,2,6,1,3
11,2016-09-26,70,9,2,0,0,3
11,2016-09-27,78,9,4,1,0,4
11,2016-09-28,106,9,4,2,0,4
11,2016-09-29,94,9,4,3,0,4
11,2016-09-30,89,9,4,4,0,4
11,2016-10-08,81,9,1,5,0,4
11,2016-10-09,56,9,10,6,0,4
11,2016-10-10,84,10,13,0,0,4
11,2016-10-11,79,9,1,1,0,5
11,2016-10-12,85,11,6,2,0,5
11,2016-10-13,95,9,9,3,0,5
11,2016-10-14,113,10,3,4,0,5
11,2016-10-15,72,10,5,5,1,5
11,2016-10-16,58,9,4,6,1,5
11,2016-10-17,98,10,2,0,0,5
11,2016-10-18,114,9,3,1,0,6
11,2016-10-19,96,8,1,2,0,6
11,2016-10-20,77,9,2,3,0,6
11,2016-10-21,73,9,0,4,0,6
11,2016-10-22,53,9,3,5,1,6
11,2016-10-23,58,10,7,6,1,6
11,2016-10-24,89,9,5,0,0,6
11,2016-10-25,91,9,5,1,0,7
11,2016-10-26,97,9,4,2,0,7
11,2016-10-27,89,9,5,3,0,7
11,2016-10-28,84,9,1,4,0,7
11,2016-10-29,70,9,3,5,1,7
11,2016-10-30,89,10,4,6,1,7
11,2016-10-31,105,9,4,0,0,7
12,2016-09-06,87,10,13,1,0,1
12,2016-09-07,73,11,21,2,0,1
12,2016-09-08,78,10,13,3,0,1
12,2016-09-09,92,10,21,4,0,1
12,2016-09-10,102,10,16,5,1,1
12,2016-09-11,114,9,34,6,1,1
12,2016-09-12,69,10,11,0,0,1
12,2016-09-13,73,9,15,1,0,2
12,2016-09-14,99,10,22,2,0,2
12,2016-09-15,90,10,38,3,1,2
12,2016-09-16,106,10,22,4,1,2
12,2016-09-17,97,9,10,5,1,2
12,2016-09-18,77,9,4,6,0,2
12,2016-09-19,71,9,10,0,0,2
12,2016-09-20,54,11,11,1,0,3
12,2016-09-21,61,9,8,2,0,3
12,2016-09-22,76,9,33,3,0,3
12,2016-09-23,85,10,10,4,0,3
12,2016-09-24,120,10,11,5,1,3
12,2016-09-25,111,11,21,6,1,3
12,2016-09-26,74,9,10,0,0,3
12,2016-09-27,69,10,7,1,0,4
12,2016-09-28,67,9,9,2,0,4
12,2016-09-29,101,9,16,3,0,4
12,2016-09-30,223,10,25,4,0,4
12,2016-10-08,56,9,15,5,0,4
12,2016-10-09,76,10,14,6,0,4
12,2016-10-10,62,10,8,0,0,4
12,2016-10-11,55,9,14,1,0,5
12,2016-10-12,55,9,12,2,0,5
12,2016-10-13,52,10,15,3,0,5
12,2016-10-14,59,10,21,4,0,5
12,2016-10-15,83,10,13,5,1,5
12,2016-10-16,65,10,21,6,1,5
12,2016-10-17,69,10,14,0,0,5
12,2016-10-18,43,10,21,1,0,6
12,2016-10-19,51,10,10,2,0,6
12,2016-10-20,49,9,7,3,0,6
12,2016-10-21,60,10,15,4,0,6
12,2016-10-22,62,10,14,5,1,6
12,2016-10-23,87,9,24,6,1,6
12,2016-10-24,35,9,11,0,0,6
12,2016-10-25,35,9,10,1,0,7
12,2016-10-26,59,10,8,2,0,7
12,2016-10-27,60,9,29,3,0,7
12,2016-10-28,74,10,22,4,0,7
12,2016-10-29,90,10,21,5,1,7
12,2016-10-30,89,10,16,6,1,7
12,2016-10-31,56,10,11,0,0,7
13,2016-09-06,0,0,3,1,0,1
13,2016-09-07,0,0,1,2,0,1
13,2016-09-08,218,14,1,3,0,1
13,2016-09-09,248,14,4,4,0,1
13,2016-09-10,225,14,3,5,1,1
13,2016-09-11,173,14,4,6,1,1
13,2016-09-12,228,14,2,0,0,1
13,2016-09-13,196,13,0,1,0,2
13,2016-09-14,169,13,3,2,0,2
13,2016-09-15,80,14,1,3,1,2
13,2016-09-16,163,13,2,4,1,2
13,2016-09-17,247,14,3,5,1,2
13,2016-09-18,215,13,1,6,0,2
13,2016-09-19,201,13,1,0,0,2
13,2016-09-20,227,14,4,1,0,3
13,2016-09-21,226,13,2,2,0,3
13,2016-09-22,213,14,0,3,0,3
13,2016-09-23,246,14,2,4,0,3
13,2016-09-24,255,15,3,5,1,3
13,2016-09-25,225,13,3,6,1,3
13,2016-09-26,215,13,2,0,0,3
13,2016-09-27,213,14,0,1,0,4
13,2016-09-28,230,14,2,2,0,4
13,2016-09-29,204,13,4,3,0,4
13,2016-09-30,222,14,1,4,0,4
13,2016-10-08,217,13,10,5,0,4
13,2016-10-09,227,13,8,6,0,4
13,2016-10-10,225,13,8,0,0,4
13,2016-10-11,234,13,14,1,0,5
13,2016-10-12,297,13,6,2,0,5
13,2016-10-13,238,14,8,3,0,5
13,2016-10-14,250,14,10,4,0,5
13,2016-10-15,221,15,7,5,1,5
13,2016-10-16,233,14,4,6,1,5
13,2016-10-17,235,14,4,0,0,5
13,2016-10-18,225,14,7,1,0,6
13,2016-10-19,223,14,6,2,0,6
13,2016-10-20,236,14,9,3,0,6
13,2016-10-21,248,14,6,4,0,6
13,2016-10-22,228,14,5,5,1,6
13,2016-10-23,256,14,3,6,1,6
13,2016-10-24,285,14,2,0,0,6
13,2016-10-25,290,13,0,1,0,7
13,2016-10-26,238,13,1,2,0,7
13,2016-10-27,236,14,5,3,0,7
13,2016-10-28,242,14,1,4,0,7
13,2016-10-29,214,14,6,5,1,7
13,2016-10-30,241,14,0,6,1,7
13,2016-10-31,229,14,10,0,0,7
14,2016-09-06,76,13,94,1,0,1
14,2016-09-07,92,13,101,2,0,1
14,2016-09-08,100,13,76,3,0,1
14,2016-09-09,95,13,50,4,0,1
14,2016-09-10,102,14,76,5,1,1
14,2016-09-11,78,14,45,6,1,1
14,2016-09-12,97,14,54,0,0,1
14,2016-09-13,89,14,47,1,0,2
14,2016-09-14,70,13,63,2,0,2
14,2016-09-15,20,12,61,3,1,2
14,2016-09-16,57,14,83,4,1,2
14,2016-09-17,57,13,43,5,1,2
14,2016-09-18,84,14,53,6,0,2
14,2016-09-19,103,15,41,0,0,2
14,2016-09-20,68,15,65,1,0,3
14,2016-09-21,61,14,66,2,0,3
14,2016-09-22,38,12,63,3,0,3
14,2016-09-23,83,15,44,4,0,3
14,2016-09-24,74,15,51,5,1,3
14,2016-09-25,77,14,88,6,1,3
14,2016-09-26,83,15,52,0,0,3
14,2016-09-27,70,13,57,1,0,4
14,2016-09-28,67,15,55,2,0,4
14,2016-09-29,43,14,48,3,0,4
14,2016-09-30,85,14,55,4,0,4
